Year,Ceremony,Award,Winner,Title,Company,Revenue,Budget,Runtime,Vote Average,Vote Count,Popularity,Genre,Release Date,Movie ID
1992,65,Best Picture,1,Unforgiven,Malpaso Productions,159157447,14000000,131,7.9,1690,9.152,"[{'id': 37, 'name': 'Western'}]",1992-08-07,33
1993,66,Best Picture,0,The Fugitive,Warner Bros. Pictures,368875760,44000000,131,7.3,1814,8.197,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1993-08-06,5503
1993,66,Best Picture,0,In the Name of the Father,Hell's Kitchen Films,65796862,13000000,133,7.9,628,4.68,"[{'id': 18, 'name': 'Drama'}]",1993-12-12,7984
1993,66,Best Picture,0,The Piano,New South Wales Film & Television Office,116700000,7000000,121,7.3,493,5.119,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993-05-19,713
1993,66,Best Picture,0,The Remains of the Day,Columbia Pictures,23237911,11500000,134,7.6,383,5.116,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993-11-05,1245
1993,66,Best Picture,1,Schindler's List,Universal Pictures,321365567,22000000,195,8.5,6823,22.904,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1993-12-15,424
1994,67,Best Picture,1,Forrest Gump,Paramount,677945399,55000000,142,8.4,12651,25.144,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-07-06,13
1994,67,Best Picture,0,Four Weddings and a Funeral,PolyGram Filmed Entertainment,254700832,6000000,117,6.7,1100,7.161,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-03-09,712
1994,67,Best Picture,0,Pulp Fiction,Miramax,213928762,8000000,154,8.4,13211,27.366,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1994-09-10,680
1994,67,Best Picture,0,Quiz Show,Baltimore Pictures,0,0,133,7.3,378,5.355,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1994-08-25,11450
1994,67,Best Picture,0,The Shawshank Redemption,Castle Rock Entertainment,28341469,25000000,142,8.6,11510,24.44,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1994-09-23,278
1995,68,Best Picture,0,Apollo 13,Imagine Entertainment,355237933,52000000,140,7.4,2438,18.366,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1995-06-30,568
1995,68,Best Picture,0,Babe,Universal Pictures,254134910,30000000,89,6.1,1277,7.372,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-07-18,9598
1995,68,Best Picture,1,Braveheart,Icon Entertainment International,210000000,72000000,177,7.8,4858,12.382,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1995-05-24,197
1995,68,Best Picture,0,Il postino,N/A,0,0,108,7.9,375,5.162,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-09-22,11010
1995,68,Best Picture,0,Sense and Sensibility,Mirage Enterprises,134582776,16000000,136,7.4,590,7.427,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-12-13,4584
1996,69,Best Picture,1,The English Patient,Miramax,231976425,27000000,162,7.1,880,8.676,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1996-11-05,409
1996,69,Best Picture,0,Fargo,PolyGram Filmed Entertainment,60611975,7000000,98,7.8,3311,10.785,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-03-08,275
1996,69,Best Picture,0,Jerry Maguire,Gracie Films,273552592,50000000,139,6.8,1400,7.696,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-12-13,9390
1996,69,Best Picture,0,Secrets & Lies,Channel Four Films,13417292,4500000,142,7.5,204,5.018,"[{'id': 18, 'name': 'Drama'}]",1996-05-24,11159
1996,69,Best Picture,0,Shine,Fine Line Features,35892330,5500000,105,7.4,234,4.602,"[{'id': 18, 'name': 'Drama'}]",1996-08-15,7863
1997,70,Best Picture,0,As Good as It Gets,Gracie Films,314178011,50000000,139,7.4,1478,5.918,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997-12-19,2898
1997,70,Best Picture,0,The Full Monty,Redwave Films,257850122,3500000,91,6.9,657,8.424,"[{'id': 35, 'name': 'Comedy'}]",1997-08-13,9427
1997,70,Best Picture,0,Good Will Hunting,Miramax,225933435,10000000,127,8.0,4799,9.413,"[{'id': 18, 'name': 'Drama'}]",1997-12-05,489
1997,70,Best Picture,0,L.A. Confidential,Regency Enterprises,126216940,35000000,138,7.8,2027,8.976,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997-09-19,2118
1997,70,Best Picture,1,Titanic,Paramount,1845034188,200000000,194,7.7,12238,19.903,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1997-11-18,597
1998,71,Best Picture,0,Elizabeth,PolyGram Filmed Entertainment,82150642,30000000,124,7.2,566,5.565,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1998-09-13,4518
1998,71,Best Picture,0,La vita è bella,Melampo Cinematografica,229400000,20000000,116,8.4,6198,19.96,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1997-12-20,637
1998,71,Best Picture,0,Saving Private Ryan,Paramount,481840909,70000000,169,8.0,7338,13.64,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1998-07-24,857
1998,71,Best Picture,1,Shakespeare in Love,Universal Pictures,289317794,25000000,122,6.9,1448,6.976,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1998-12-11,1934
1998,71,Best Picture,0,The Thin Red Line,Fox 2000 Pictures,98126565,52000000,170,7.3,1218,6.215,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1998-12-25,8741
1999,72,Best Picture,1,American Beauty,Jinks/Cohen Company,356296601,15000000,122,8.0,5576,11.106,"[{'id': 18, 'name': 'Drama'}]",1999-09-15,14
1999,72,Best Picture,0,The Cider House Rules,Miramax,88545092,24000000,126,7.0,466,6.342,"[{'id': 18, 'name': 'Drama'}]",1999-12-17,1715
1999,72,Best Picture,0,The Green Mile,Castle Rock Entertainment,284600000,60000000,189,8.4,6942,15.546,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1999-12-10,497
1999,72,Best Picture,0,The Insider,Touchstone Pictures,60289912,90000000,157,7.4,730,4.681,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999-10-28,9008
1999,72,Best Picture,0,The Sixth Sense,Spyglass Entertainment,672806292,40000000,107,7.8,5177,11.413,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1999-08-06,745
2000,73,Best Picture,0,Chocolat,Fat Free,152500343,25000000,121,6.9,1582,6.917,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-12-14,392
2000,73,Best Picture,0,卧虎藏龙,Sony Pictures Classics,213525736,17000000,120,7.3,1396,6.734,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",2000-07-06,146
2000,73,Best Picture,0,Erin Brockovich,Jersey Films,256271286,52000000,131,7.2,1254,5.798,"[{'id': 18, 'name': 'Drama'}]",2000-03-17,462
2000,73,Best Picture,1,Gladiator,Universal Pictures,457640427,103000000,155,8.1,8421,16.307,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",2000-05-01,98
2000,73,Best Picture,0,Traffic,USA Films,207515725,48000000,147,7.0,872,6.197,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2000-12-27,1900
2001,74,Best Picture,1,A Beautiful Mind,Universal Pictures,313542341,60000000,135,7.8,4745,9.462,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2001-12-11,453
2001,74,Best Picture,0,Gosford Park,USA Films,87754044,19800000,131,7.0,395,9.007,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2001-11-07,5279
2001,74,Best Picture,0,In the Bedroom,Miramax,0,1700000,130,6.8,133,4.897,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2001-11-23,1999
2001,74,Best Picture,0,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,871368364,93000000,178,8.2,12759,26.399,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",2001-12-18,120
2001,74,Best Picture,0,Moulin Rouge,United Artists,0,1500000,119,6.7,28,1.797,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1952-12-23,10910
2002,75,Best Picture,1,Chicago,Miramax,306776732,45000000,113,7.1,1120,9.902,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2002-12-26,1574
2002,75,Best Picture,0,Gangs of New York,Miramax,193772504,100000000,167,7.2,3008,7.72,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]",2002-12-14,3131
2002,75,Best Picture,0,The Hours,Paramount,41597830,25000000,114,7.3,738,5.057,"[{'id': 18, 'name': 'Drama'}]",2002-12-27,590
2002,75,Best Picture,0,The Lord of the Rings: The Two Towers,New Line Cinema,926287400,79000000,179,8.2,11015,20.227,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",2002-12-18,121
2002,75,Best Picture,0,The Pianist,Canal+ Polska,120072577,35000000,150,8.2,3247,9.483,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2002-09-24,423
2003,76,Best Picture,1,The Lord of the Rings: The Return of the King,New Line Cinema,1118888979,94000000,201,8.4,11623,22.994,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",2003-12-01,122
2003,76,Best Picture,0,Lost in Translation,American Zoetrope,119723856,4000000,102,7.4,2930,9.996,"[{'id': 18, 'name': 'Drama'}]",2003-08-31,153
2003,76,Best Picture,0,Master and Commander: The Far Side of the World,Universal Pictures,212011111,150000000,138,7.1,1281,14.906,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2003-11-14,8619
2003,76,Best Picture,0,Mystic River,Malpaso Productions,156822020,25000000,138,7.7,2509,6.696,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2003-10-07,322
2003,76,Best Picture,0,Seabiscuit,Touchstone Pictures,148336445,87000000,141,6.9,353,4.972,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2003-07-22,4464
2004,77,Best Picture,0,The Aviator,Miramax,102000000,116000000,170,7.1,2336,8.199,"[{'id': 18, 'name': 'Drama'}]",2004-12-17,2567
2004,77,Best Picture,0,Finding Neverland,Film Colony,116766556,25000000,106,7.3,2011,7.178,"[{'id': 18, 'name': 'Drama'}]",2004-10-17,866
2004,77,Best Picture,1,Million Dollar Baby,Lakeshore Entertainment,216763646,30000000,132,7.9,4134,12.908,"[{'id': 18, 'name': 'Drama'}]",2004-12-15,70
2004,77,Best Picture,0,Ray,Bristol Bay Productions,124731534,40000000,152,7.3,736,6.686,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2004-10-29,1677
2004,77,Best Picture,0,Sideways,Fox Searchlight Pictures,109502303,16000000,127,7.1,705,6.032,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-10-22,9675
2005,78,Best Picture,0,Brokeback Mountain,Good Machine,178043761,14000000,134,7.7,2760,12.622,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2005-09-10,142
2005,78,Best Picture,0,Capote,Sony Pictures Classics,49084830,7000000,114,7.0,607,5.123,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2005-09-30,398
2005,78,Best Picture,1,Crash,Lionsgate,98410061,6500000,112,7.3,1687,11.457,"[{'id': 18, 'name': 'Drama'}]",2005-05-06,1640
2005,78,Best Picture,0,"Good Night, and Good Luck.",Warner Independent Pictures (WIP),54600000,7000000,93,7.1,395,5.426,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2005-09-16,3291
2005,78,Best Picture,0,Munich,Universal Pictures,130358911,70000000,164,7.1,1084,6.54,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",2005-12-23,612
2006,79,Best Picture,0,Babel,Babel Productions Inc.,135330182,25000000,143,7.0,1633,8.266,"[{'id': 18, 'name': 'Drama'}]",2006-09-08,1164
2006,79,Best Picture,1,The Departed,Vertigo Entertainment,289847354,90000000,151,8.1,6781,11.885,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2006-10-05,1422
2006,79,Best Picture,0,Letters from Iwo Jima,Amblin Entertainment,68673228,19000000,141,7.4,849,4.778,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2006-12-19,1251
2006,79,Best Picture,0,Little Miss Sunshine,Fox Searchlight Pictures,100523181,8000000,102,7.6,2952,6.743,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2006-07-26,773
2006,79,Best Picture,0,The Queen,BIM Distribuzione,123384128,15000000,103,7.0,547,5.594,"[{'id': 18, 'name': 'Drama'}]",2006-09-15,1165
2007,80,Best Picture,0,Atonement,Universal Pictures,129266061,30000000,123,7.6,1727,7.334,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007-08-29,4347
2007,80,Best Picture,0,Juno,Mandate Pictures,231411584,7500000,96,7.0,3610,9.043,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007-12-05,7326
2007,80,Best Picture,0,Michael Clayton,Castle Rock Entertainment,92991835,25000000,119,6.7,733,5.106,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2007-09-28,4566
2007,80,Best Picture,1,No Country for Old Men,Paramount Vantage,171627166,25000000,122,7.9,4967,11.99,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007-11-08,6977
2007,80,Best Picture,0,There Will Be Blood,Paramount Vantage,77208711,25000000,158,8.0,2480,8.896,"[{'id': 18, 'name': 'Drama'}]",2007-12-28,7345
2008,81,Best Picture,0,The Curious Case of Benjamin Button,Paramount,333932083,150000000,166,7.4,5551,12.044,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2008-12-25,4922
2008,81,Best Picture,0,Frost/Nixon,Universal Pictures,18593156,25000000,122,7.4,511,4.436,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2008-10-15,11499
2008,81,Best Picture,0,Milk,Focus Features,54586584,20000000,128,7.3,986,7.73,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2008-11-26,10139
2008,81,Best Picture,0,The Reader,Filmförderungsanstalt (FFA),113019290,32000000,124,7.4,1328,7.538,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008-12-10,8055
2008,81,Best Picture,1,Slumdog Millionaire,Celador Films,377910544,15000000,120,7.7,4826,13.97,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008-05-12,12405
2009,82,Best Picture,0,Avatar,Ingenious Film Partners,2787965087,237000000,162,7.4,16747,25.553,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2009-12-10,19995
2009,82,Best Picture,0,The Blind Side,Alcon Entertainment,309208309,29000000,129,7.4,2407,8.971,"[{'id': 18, 'name': 'Drama'}]",2009-11-20,22881
2009,82,Best Picture,0,District 9,TriStar Pictures,210819611,30000000,112,7.3,4860,8.077,"[{'id': 878, 'name': 'Science Fiction'}]",2009-08-05,17654
2009,82,Best Picture,0,An Education,BBC Films,26096852,7500000,100,7.0,634,6.483,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2009-10-29,24684
2009,82,Best Picture,1,The Hurt Locker,Grosvenor Park Media Ltd.,42000000,15000000,131,7.2,2703,8.852,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",2008-10-10,12162
2009,82,Best Picture,0,Inglourious Basterds,The Weinstein Company,319131050,70000000,153,8.1,10248,19.396,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",2009-08-18,16869
2009,82,Best Picture,0,Precious,Smokewood Entertainment Group,47536959,10000000,110,7.1,666,6.224,"[{'id': 18, 'name': 'Drama'}]",2009-11-06,25793
2009,82,Best Picture,0,A Serious Man,Mike Zoss Productions,31430334,7000000,105,6.7,819,7.116,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2009-10-02,12573
2009,82,Best Picture,0,Up,Pixar,735099082,175000000,96,7.9,10801,15.811,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",2009-05-28,14160
2009,82,Best Picture,0,Up in the Air,Right of Way Films,163670000,25000000,110,6.8,1817,7.248,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2009-09-05,22947
2010,83,Best Picture,0,Black Swan,Dune Entertainment,327803731,13000000,108,7.5,7315,14.105,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2010-12-03,44214
2010,83,Best Picture,0,The Fighter,Paramount,93617009,25000000,116,7.3,2070,7.825,"[{'id': 18, 'name': 'Drama'}]",2010-12-17,45317
2010,83,Best Picture,0,Inception,Legendary Entertainment,825532764,160000000,148,8.2,19695,25.825,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",2010-07-15,27205
2010,83,Best Picture,0,The Kids Are All Right,Focus Features,34705850,3500000,106,6.6,757,5.705,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2010-07-09,39781
2010,83,Best Picture,1,The King's Speech,The Weinstein Company,414211549,15000000,118,7.7,4331,10.483,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2010-09-06,45269
2010,83,Best Picture,0,127 Hours,Fox Searchlight Pictures,35692920,18000000,94,7.0,3887,9.761,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2010-11-05,44115
2010,83,Best Picture,0,The Social Network,Columbia Pictures,224920315,40000000,121,7.2,5244,13.087,"[{'id': 18, 'name': 'Drama'}]",2010-10-01,37799
2010,83,Best Picture,0,Toy Story 3,Pixar,1066969703,200000000,103,7.7,7235,13.853,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",2010-06-16,10193
2010,83,Best Picture,0,True Grit,Paramount,252276927,38000000,110,7.2,2447,8.648,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",2010-12-22,44264
2010,83,Best Picture,0,Winter's Bone,Anonymous Content,13831503,2000000,101,6.9,825,6.096,"[{'id': 18, 'name': 'Drama'}]",2010-06-11,39013
2011,84,Best Picture,1,The Artist,uFilm,133432856,15000000,100,7.4,1568,7.98,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2011-06-26,74643
2011,84,Best Picture,0,The Descendants,Dune Entertainment,177243185,20000000,115,6.8,1348,8.289,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-09-09,65057
2011,84,Best Picture,0,Extremely Loud & Incredibly Close,Paramount,55247881,40000000,129,7.0,1097,6.421,"[{'id': 18, 'name': 'Drama'}]",2011-12-24,64685
2011,84,Best Picture,0,The Help,Touchstone Pictures,124272124,25000000,146,8.1,3319,7.556,"[{'id': 18, 'name': 'Drama'}]",2011-08-09,50014
2011,84,Best Picture,0,Hugo,Paramount,185770160,170000000,126,7.1,3504,9.115,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2011-11-22,44826
2011,84,Best Picture,0,Midnight in Paris,Pontchartrain Productions,151119219,30000000,94,7.5,3360,8.14,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2011-05-11,59436
2011,84,Best Picture,0,Moneyball,Columbia Pictures,110206216,50000000,134,7.1,2000,7.61,"[{'id': 18, 'name': 'Drama'}]",2011-09-22,60308
2011,84,Best Picture,0,The Tree of Life,Plan B Entertainment,54674226,32000000,139,6.6,1516,8.239,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",2011-05-18,8967
2011,84,Best Picture,0,War Horse,Touchstone Pictures,177584879,66000000,146,7.2,1595,7.377,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2011-12-25,57212
2012,85,Best Picture,0,Amour,Wega Film,29844753,8900000,127,7.7,639,4.842,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-07-01,86837
2012,85,Best Picture,1,Argo,GK Films,232324128,44500000,120,7.2,4629,9.411,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2012-10-11,68734
2012,85,Best Picture,0,Beasts of the Southern Wild,Cinereach,21107746,1800000,93,6.9,556,5.37,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",2012-06-29,84175
2012,85,Best Picture,0,Django Unchained,The Weinstein Company,425368238,100000000,165,8.0,13955,15.606,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",2012-12-25,68718
2012,85,Best Picture,0,Les Misérables,Working Title Films,441809770,61000000,157,7.3,2854,8.474,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2012-12-18,82695
2012,85,Best Picture,0,Life of Pi,Fox 2000 Pictures,609016565,120000000,127,7.3,7909,12.441,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2012-11-20,87827
2012,85,Best Picture,0,Lincoln,DreamWorks,275293450,65000000,149,6.8,2009,8.864,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2012-11-09,72976
2012,85,Best Picture,0,Silver Linings Playbook,The Weinstein Company,236412453,21000000,122,7.0,6781,11.782,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2012-09-08,82693
2012,85,Best Picture,0,Zero Dark Thirty,First Light,132820716,40000000,157,6.9,2300,7.892,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2012-12-19,97630
2013,86,Best Picture,0,American Hustle,Annapurna Pictures,251171807,40000000,138,6.8,3983,10.681,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2013-12-12,168672
2013,86,Best Picture,0,Captain Phillips,Columbia Pictures,95000000,55000000,134,7.6,3477,9.23,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2013-10-10,109424
2013,86,Best Picture,0,Dallas Buyers Club,Universal Pictures,55198285,5000000,117,7.9,4325,10.502,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2013-11-17,152532
2013,86,Best Picture,0,Gravity,Esperanto Filmoj,716392705,105000000,91,7.2,8401,16.961,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2013-10-03,49047
2013,86,Best Picture,0,Her,Annapurna Pictures,47351251,23000000,126,7.9,6547,10.208,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",2013-12-18,152601
2013,86,Best Picture,0,Nebraska,Paramount Vantage,17654912,12000000,115,7.4,866,5.267,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",2013-09-21,129670
2013,86,Best Picture,0,Philomena,Baby Cow Productions,100129872,12000000,98,7.4,833,6.773,"[{'id': 18, 'name': 'Drama'}]",2013-11-01,205220
2013,86,Best Picture,1,12 Years a Slave,New Regency Pictures,187000000,20000000,134,7.9,5726,13.377,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2013-10-18,76203
2013,86,Best Picture,0,The Wolf of Wall Street,EMJAG Productions,392000694,100000000,180,7.9,10571,15.307,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2013-12-25,106646
2014,87,Best Picture,0,American Sniper,RatPac-Dune Entertainment,542307423,58800000,133,7.4,6663,9.879,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",2014-12-11,190859
